"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.384","-0.243828497863723","BLCA",1
"2","0.5","0.757","0.226791502405921","BRCA_1",2
"3","0.5","0.708","-0.0295214007521325","BRCA_2",3
"4","0.5","0.62","0.120086816405822","COAD_READ",4
"5","0.5","0.772","-0.261057968212609","HNSC",5
"6","0.5","0.77","-0.317633705452694","KICH",6
"7","0.5","0.408","0.461929763623872","KIRC",7
"8","0.5","0.752","-0.673047419360095","KIRP",8
"9","0.5","0.725","-0.569852790917591","LIHC",9
"10","0.5","0.706","0.151612989563201","LUAD",10
"11","0.5","0.876","-0.0806519610744356","LUSC",11
"12","0.5","0.572","0.096189433840839","PRAD",12
"13","0.5","0.531","0.880405491140289","STES",13
"14","0.5","0.635","-0.283813933810548","THCA",14
"15","0.5","0.527","0.0673891303161711","UCEC",15
