"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.835","2.80694906793346","BLCA",1
"2","0.5","0.0659999999999999","3.07129407903271","BRCA_1",2
"3","0.5","0.48","3.39133770967055","BRCA_2",3
"4","0.5","0.206","3.54340661553932","COAD_READ",4
"5","0.5","0.037","3.47518852122554","HNSC",5
"6","0.5","0.766","1.99257350501329","KICH",6
"7","0.5","0.08","2.73809788401632","KIRC",7
"8","0.5","0.052","2.21286350963341","KIRP",8
"9","0.5","0.07","2.13829899601375","LIHC",9
"10","0.5","0.08","3.05473262317352","LUAD",10
"11","0.5","0.118","3.44203179483207","LUSC",11
"12","0.5","0.072","2.73080333820436","PRAD",12
"13","0.5","0.092","3.48336828172116","STES",13
"14","0.5","0.0620000000000001","2.37616747623975","THCA",14
"15","0.5","0.578","2.63843456687383","UCEC",15
