"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.45","3.21406272992268","BLCA",1
"2","0.5","0.56","3.35834613282005","BRCA_1",2
"3","0.5","0.345","3.3136726029049","BRCA_2",3
"4","0.5","0.577","2.74969180637963","COAD_READ",4
"5","0.5","0.689","2.59535623760447","HNSC",5
"6","0.5","0.165","2.44864028368763","KICH",6
"7","0.5","0.811","2.38532091726593","KIRC",7
"8","0.5","0.652","2.72593863719836","KIRP",8
"9","0.5","0.731","2.58457111772359","LIHC",9
"10","0.5","0.59","3.12906938749438","LUAD",10
"11","0.5","0.366","3.03922698364448","LUSC",11
"12","0.5","0.482","3.08017845827446","PRAD",12
"13","0.5","0.564","2.75944715056855","STES",13
"14","0.5","0.637","3.18960882847524","THCA",14
"15","0.5","0.428","3.1651010322855","UCEC",15
