"","likelihood","bart","expr","cancer","rank_size"
"1","0.5","0.316","0.0801022304428809","BLCA",1
"2","0.5","0.265","-1.0078412361319","BRCA_1",2
"3","0.5","0.564","-0.49457845589703","BRCA_2",3
"4","0.5","0.624","-1.28422208738606","COAD_READ",4
"5","0.5","0.515","-0.170051095731451","HNSC",5
"6","0.5","0.717","-1.65314453102194","KICH",6
"7","0.5","0.245","-0.204007950167329","KIRC",7
"8","0.5","0.349","-1.21820621244165","KIRP",8
"9","0.5","0.178","-0.876337372314238","LIHC",9
"10","0.5","0.428","-0.451657007792133","LUAD",10
"11","0.5","0.799","0.72433068150507","LUSC",11
"12","0.5","0.108","-1.2896438820112","PRAD",12
"13","0.5","0.239","-0.541197069151556","STES",13
"14","0.5","0.467","-0.884803920775054","THCA",14
"15","0.5","0.744","-0.255790151932309","UCEC",15
