"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"58","FOXO3",2.133,0.0165,4.962,0.628,0.101,0.00464,58,2.33348201944512
"59","GTF3C2",1.81,0.0352,2.357,0.641,0.102,0.00474,59,2.32422165832591
"60","FOXM1",3.073,0.00106,1.034,0.67,0.103,0.00489,60,2.31069114087638
"61","CTCFL",3.196,0.000696,2.042,0.632,0.104,0.0051,61,2.29242982390206
"62","SOX9",2.316,0.0103,1.673,0.648,0.105,0.0052,62,2.2839966563652
"63","CLOCK",1.993,0.0232,4.64,0.627,0.106,0.00537,63,2.27002571430044
"64","SON",1.654,0.0491,2.101,0.65,0.106,0.00537,64,2.27002571430044
"65","HES1",1.711,0.0435,3.042,0.637,0.106,0.00537,65,2.27002571430044
"66","ZNF649",1.585,0.0565,4.27,0.64,0.107,0.00559,66,2.25258819211358
"67","AHR",1.732,0.0416,2.561,0.637,0.109,0.00587,67,2.23136189875239
"68","DNMT3B",1.644,0.0501,2.308,0.644,0.11,0.00605,68,2.21824462534753
"69","MBD1",2.631,0.00426,2.405,0.626,0.111,0.00623,69,2.20551195334083
"70","FOXD2",1.714,0.0432,1.289,0.679,0.112,0.00629,70,2.20134935455473
"71","SMAD3",2.4,0.0082,1.534,0.644,0.113,0.00641,71,2.19314197048118
"72","E2F3",1.68,0.0465,1.733,0.658,0.113,0.00641,72,2.19314197048118
"73","DLX2",1.609,0.0539,2.395,0.642,0.115,0.00685,73,2.16430942850757
"74","CDCA2",1.596,0.0553,2.603,0.641,0.115,0.00685,74,2.16430942850757
"75","KLF1",2.72,0.00326,1.879,0.634,0.115,0.00691,75,2.1605219526258
"76","SP140",2.155,0.0156,2.109,0.634,0.117,0.00718,76,2.1438755557577
"77","ZFAT",1.598,0.0551,2.461,0.641,0.118,0.00731,77,2.13608262304214
"78","JARID2",4.729,1.13e-06,1.099,0.641,0.122,0.00807,78,2.09312646527793
"79","SP1",3.323,0.000445,1.099,0.643,0.123,0.00836,79,2.07779372256098
"80","NFATC3",1.533,0.0626,3.312,0.634,0.124,0.00858,80,2.06651271215129
"81","GLIS1",2.077,0.0189,2.176,0.629,0.126,0.00896,81,2.04769199033787
"82","SMAD4",2.363,0.00907,2.324,0.624,0.127,0.0092,82,2.03621217265444
"83","LARP7",2.104,0.0177,3.521,0.618,0.129,0.00975,83,2.01099538430146
"84","E2F1",8.578,4.84e-18,0.564,0.667,0.129,0.00975,84,2.01099538430146
"85","PRDM2",2.066,0.0194,2.026,0.63,0.13,0.00983,85,2.00744648216786
"86","APOBEC3B",1.56,0.0594,2.487,0.637,0.131,0.0102,86,1.99139982823808
"87","ETV7",1.608,0.054,1.957,0.642,0.132,0.0103,87,1.98716277529483
"88","HOXA6",1.653,0.0492,1.415,0.65,0.133,0.0106,88,1.97469413473523
"89","TAZ",1.564,0.0589,2.356,0.637,0.133,0.0107,89,1.97061622231479
"90","RAD21",2.403,0.00813,0.794,0.661,0.135,0.0111,90,1.95467702121334
"91","GATAD2B",1.555,0.06,2.422,0.635,0.136,0.0113,91,1.94692155651658
"92","RYBP",2.252,0.0122,1,0.649,0.138,0.0117,92,1.93181413825384
"93","BARX1",1.626,0.052,1.569,0.644,0.139,0.012,93,1.92081875395238
"94","AGO1",2.063,0.0196,3.121,0.614,0.143,0.0133,94,1.87614835903291
"95","USF1",1.802,0.0357,2.259,0.624,0.144,0.0134,95,1.87289520163519
"96","JMJD6",2.381,0.00864,0.661,0.667,0.144,0.0135,96,1.86966623150499
"97","CREB3L4",1.51,0.0655,2.41,0.632,0.146,0.0139,97,1.85698519974591
"98","USF2",2.291,0.011,1.947,0.623,0.147,0.0142,98,1.84771165561694
"99","GTF2I",2.955,0.00156,1.692,0.622,0.147,0.0142,99,1.84771165561694
"100","EGLN2",1.438,0.0753,3.152,0.626,0.147,0.0142,100,1.84771165561694
"101","ARNT2",1.643,0.0502,1.253,0.647,0.148,0.0147,101,1.83268266525182
"102","RCOR1",1.091,0.138,2.053,0.653,0.149,0.0148,102,1.82973828460504
"103","NPAT",1.658,0.0487,1.052,0.651,0.153,0.0162,103,1.79048498545737
"104","E2F4",2.803,0.00253,0.435,0.665,0.153,0.0163,104,1.78781239559604
"105","DLX1",1.604,0.0543,1.39,0.642,0.154,0.0164,105,1.7851561519523
"106","SRF",2.174,0.0149,1.282,0.632,0.156,0.0171,106,1.76700388960785
"107","ZBTB17",1.11,0.134,1.723,0.658,0.156,0.0171,107,1.76700388960785
"108","CNOT3",1.778,0.0377,1.283,0.637,0.157,0.0174,108,1.7594507517174
"109","HDAC1",2.846,0.00221,0.555,0.65,0.158,0.0177,109,1.75202673363819
"110","ASCL2",1.596,0.0553,1.374,0.641,0.158,0.0178,110,1.74957999769111
"111","CRY1",1.374,0.0847,3.163,0.623,0.159,0.0181,111,1.74232142513082
"112","ICE1",1.716,0.0431,2.461,0.616,0.16,0.0184,112,1.73518217699046
"113","EED",1.287,0.0991,1.618,0.645,0.161,0.0188,113,1.72584215073632
"114","H2AZ",5.747,4.54e-09,0.138,0.667,0.165,0.0201,114,1.69680394257951
"115","NR5A2",1.66,0.0485,2.635,0.614,0.165,0.0201,115,1.69680394257951
"116","SAP30",3.047,0.00115,0.562,0.644,0.165,0.0202,116,1.69464863055338
"117","HDGF",2.014,0.022,1.898,0.618,0.166,0.0206,117,1.68613277963085
"118","NCAPG",1.677,0.0468,2.27,0.619,0.166,0.0206,118,1.68613277963085
"119","EMX1",2.313,0.0104,1.552,0.62,0.168,0.0212,119,1.67366413907125
"120","KLF17",1.854,0.0319,1.821,0.62,0.168,0.0214,120,1.66958622665081
"121","SMC1A",2.64,0.00415,0.679,0.64,0.17,0.022,121,1.65757731917779
"122","DPF1",1.276,0.101,2.807,0.623,0.17,0.0221,122,1.65560772631489
"123","KLF6",1.591,0.0558,1.229,0.64,0.17,0.0223,123,1.65169513695184
"124","GRHL3",1.517,0.0646,1.565,0.636,0.17,0.0223,124,1.65169513695184
"125","ZNF83",1.246,0.106,1.065,0.663,0.171,0.0227,125,1.64397414280688
"126","TRIM25",2.182,0.0145,1.884,0.614,0.172,0.0228,126,1.64206515299955
"127","FOXG1",1.447,0.0739,1.982,0.627,0.173,0.0234,127,1.63078414258986
"128","TRIM24",1.787,0.037,2.556,0.61,0.174,0.0236,128,1.62708799702989
"129","EGR1",2.197,0.014,0.786,0.637,0.178,0.0254,129,1.59516628338006
"130","ELF1",2.579,0.00496,0.272,0.657,0.178,0.0255,130,1.59345981956604
"131","ZNF143",2.494,0.00631,0.646,0.638,0.179,0.026,131,1.58502665202918
"132","ZBTB7A",3.446,0.000284,0.6,0.634,0.179,0.026,132,1.58502665202918
"133","DPF2",0.716,0.237,1.82,0.654,0.183,0.0274,133,1.56224943717961
"134","HINFP",1.485,0.0688,1.632,0.628,0.183,0.0276,134,1.55909091793478
"135","RAC3",1.361,0.0868,2.111,0.622,0.184,0.0281,135,1.55129368009492
"136","CDC5L",1.643,0.0502,2.027,0.616,0.184,0.0282,136,1.54975089168064
"137","TBL1X",1.437,0.0753,1.694,0.626,0.188,0.0301,137,1.52143350440616
"138","FEV",1.535,0.0624,1.177,0.635,0.189,0.0303,138,1.51855737149769
"139","ETV4",1.696,0.0449,2.215,0.61,0.189,0.0304,139,1.51712641639125
"140","SSRP1",1.608,0.054,2.797,0.608,0.191,0.0313,140,1.50445566245355
"141","HDAC8",1.91,0.0281,1.669,0.613,0.193,0.0322,141,1.49214412830417
"142","NKRF",1.829,0.0337,0.983,0.627,0.193,0.0324,142,1.48945498979339
"143","CTCF",1.582,0.0568,0.341,0.692,0.196,0.0337,143,1.47237009912866
"144","NRF1",4.897,4.86e-07,0.263,0.638,0.196,0.0337,144,1.47237009912866
"145","H2AFX",0.523,0.301,1.979,0.648,0.196,0.034,145,1.46852108295774
"146","KLF9",2.41,0.00799,0.441,0.639,0.197,0.0344,146,1.46344155742847
"147","ZSCAN2",1.286,0.0992,2.287,0.617,0.198,0.0352,147,1.45345733652187
"148","CREM",1.14,0.127,1.412,0.637,0.199,0.0354,148,1.45099673797421
"149","SIN3A",2.782,0.00271,0.18,0.643,0.201,0.0367,149,1.43533393574791
"150","SPDEF",1.353,0.088,1.775,0.621,0.203,0.0379,150,1.42136079003193
"151","ZBTB10",1.568,0.0584,0.843,0.638,0.204,0.0381,151,1.41907502432438
"152","PBX1",0.744,0.228,2.331,0.628,0.206,0.0391,152,1.40782324260413
"153","HEXIM1",1.713,0.0434,1.086,0.62,0.208,0.0404,153,1.3936186348894
"154","PHIP",3.123,0.000895,0.355,0.631,0.208,0.0408,154,1.38933983691012
"155","CASP8AP2",1.387,0.0827,1.349,0.624,0.209,0.0412,155,1.38510278396687
"156","HLTF",1.611,0.0536,1.786,0.612,0.212,0.0427,156,1.36957212497498
"157","NFYA",2.492,0.00635,0.682,0.621,0.212,0.0429,157,1.36754270781528
"158","VEZF1",1.756,0.0396,0.945,0.621,0.212,0.0432,158,1.36451625318509
"159","RNF2",1.562,0.0591,0.875,0.628,0.216,0.0456,159,1.34103515733556
"160","ZEB2",1.58,0.057,1.672,0.612,0.217,0.0461,160,1.33629907461035
"161","TOP1",1.215,0.112,1.092,0.632,0.219,0.047,161,1.32790214206428
"162","TFAP4",0.944,0.173,1.223,0.64,0.219,0.047,162,1.32790214206428
"163","FOXK1",1.111,0.133,2.926,0.61,0.219,0.0475,163,1.32330639037513
"164","CREB1",2.617,0.00444,0.269,0.631,0.22,0.0482,164,1.31695296176115
"165","MIER1",1.514,0.0651,2.058,0.608,0.22,0.0482,165,1.31695296176115
"166","JUND",0.75,0.227,0.853,0.663,0.221,0.0484,166,1.31515463835559
"167","NCOR1",1.066,0.143,0.532,0.675,0.221,0.0489,167,1.31069114087638
"168","BCOR",1.656,0.0488,1.309,0.612,0.221,0.0489,168,1.31069114087638
"169","ZNF24",1.816,0.0347,1.455,0.606,0.224,0.0503,169,1.29843201494407
"170","TERC",1.7,0.0445,1.861,0.603,0.224,0.0503,170,1.29843201494407
"171","INTS11",2.162,0.0153,0.724,0.618,0.224,0.0506,171,1.2958494831602
"172","MTA3",1.114,0.133,2.283,0.613,0.225,0.0515,172,1.28819277095881
"173","TCF7L1",0.874,0.191,0.918,0.646,0.226,0.052,173,1.2839966563652
"174","GTF3C5",1.549,0.0607,0.982,0.623,0.226,0.0523,174,1.28149831113273
"175","BANF1",1.401,0.0806,1.497,0.615,0.226,0.0523,175,1.28149831113273
"176","PR",0.427,0.335,1.206,0.655,0.229,0.054,176,1.26760624017703
"177","KDM2B",3.63,0.000142,0.005,0.632,0.23,0.0551,177,1.25884840114821
"178","FXR1",1.36,0.0869,1.079,0.622,0.233,0.0569,178,1.24488773360493
"179","KLF13",1.679,0.0466,0.848,0.618,0.235,0.0582,179,1.23507701535011
"180","GTF2F1",1.566,0.0587,0.718,0.625,0.235,0.0582,180,1.23507701535011
"181","HBP1",1.664,0.0481,1.015,0.613,0.236,0.059,181,1.22914798835786
"182","BRD3",1.7,0.0446,0.238,0.639,0.238,0.0607,182,1.21681130892474
"183","ZNF263",1.642,0.0503,0.901,0.615,0.24,0.062,183,1.20760831050175
"184","GABPA",1.936,0.0264,-0.157,0.647,0.242,0.0637,184,1.19586056766465
"185","HCFC1",1.984,0.0237,0.24,0.63,0.243,0.0643,185,1.19178902707578
"186","RBBP5",2.484,0.0065,0.2,0.625,0.243,0.0646,186,1.18976748200492
"187","SREBF1",1.545,0.0611,0.839,0.621,0.243,0.0649,187,1.18775530319963
"188","GLIS2",1.712,0.0434,0.751,0.615,0.244,0.0654,188,1.18442225167573
"189","SETX",1.214,0.112,1.423,0.613,0.244,0.0657,189,1.18243463044022
"190","DNMT3A",1.125,0.13,1.27,0.62,0.245,0.066,190,1.18045606445813
"191","ZNF436",1.118,0.132,1.964,0.609,0.247,0.0681,191,1.16685288808721
"192","TAFII",1.892,0.0293,0.394,0.622,0.248,0.0684,192,1.16494389827988
"193","ZFP2",1.331,0.0916,1.318,0.612,0.249,0.0699,193,1.15552282425432
"194","BMI1",0.813,0.208,0.984,0.636,0.25,0.0702,194,1.15366288787019
"195","ZNF750",1.033,0.151,2.289,0.606,0.25,0.0705,195,1.1518108830086
"196","POLR2A",5.174,1.15e-07,-0.74,0.661,0.252,0.072,196,1.14266750356873
"197","ESRRA",0.931,0.176,1.769,0.614,0.252,0.072,197,1.14266750356873
"198","NR2C2",2.327,0.00998,0.497,0.614,0.252,0.0723,198,1.14086170270547
"199","REPIN1",0.317,0.376,1,0.652,0.252,0.0723,199,1.14086170270547
"200","TGIF2",1.473,0.0703,1.314,0.607,0.253,0.0729,200,1.13727247168203
"201","XCL1",1.206,0.114,1.261,0.613,0.256,0.0755,201,1.12205304837081
"202","CBX4",1.284,0.0995,1.008,0.617,0.256,0.0758,202,1.12033079436795
"203","ZNF792",1.398,0.0811,1.525,0.605,0.257,0.0764,203,1.11690664142431
"204","KDM5C",1.289,0.0987,-0.003,0.657,0.258,0.0777,204,1.10957898119909
"205","ZSCAN5A",1.535,0.0624,0.898,0.612,0.26,0.079,205,1.10237290870956
"206","POLR2AphosphoS5",1.179,0.119,0.768,0.624,0.261,0.08,206,1.09691001300806
"207","GABP",1.533,0.0627,1.073,0.608,0.262,0.0813,207,1.08990945440593
"208","XBP1",0.656,0.256,1.248,0.625,0.262,0.0813,208,1.08990945440593
"209","ZNF837",1.166,0.122,1.833,0.604,0.263,0.082,209,1.08618614761628
"210","EP400",1.195,0.116,1.219,0.612,0.263,0.0823,210,1.08460016478773
"211","NELFE",2.828,0.00234,0.019,0.62,0.264,0.0827,211,1.08249449044745
"212","NFYC",1.38,0.0839,0.586,0.623,0.266,0.0847,212,1.07211658966929
"213","GPS2",1.152,0.125,1.277,0.61,0.269,0.0871,213,1.05998184499234
"214","KDM3B",1.419,0.0779,1.239,0.606,0.269,0.0871,214,1.05998184499234
"215","CHD2",1.515,0.0649,0.591,0.619,0.271,0.0893,215,1.04914854111145
"216","KLF7",1.506,0.0661,1.007,0.608,0.271,0.0896,216,1.04769199033787
"217","ZNF438",1.017,0.155,2.035,0.602,0.272,0.091,217,1.04095860767891
"218","POU5F1",0.469,0.32,0.783,0.641,0.274,0.0921,218,1.03574036980315
"219","ATOH1",1.348,0.0889,0.593,0.621,0.274,0.0929,219,1.03198428600636
"220","ZNF423",1.418,0.0781,1.064,0.607,0.275,0.0936,220,1.02872415126189
"221","SUMO1",1.164,0.122,0.667,0.622,0.276,0.0947,221,1.02365002099673
"222","MBTD1",1.216,0.112,0.888,0.614,0.276,0.0947,222,1.02365002099673
"223","MYCN",1.682,0.0462,-0.025,0.628,0.277,0.0958,223,1.01863449092146
"224","PML",0.985,0.162,0.489,0.636,0.277,0.0958,224,1.01863449092146
"225","SP4",1.419,0.078,0.554,0.62,0.278,0.0966,225,1.01502287358451
"226","TAF7",1.532,0.0627,0.531,0.617,0.279,0.0981,226,1.00833099262005
"227","SMC3",1.352,0.0882,0.447,0.623,0.28,0.0984,227,1.00700490156866
"228","SMARCA5",0.84,0.201,1.707,0.608,0.28,0.0984,228,1.00700490156866
"229","NFYB",1.275,0.101,1.116,0.607,0.28,0.0988,229,1.00524305541237
"230","ZNF2",1.293,0.0979,1.275,0.603,0.28,0.0988,230,1.00524305541237
"231","RBP2",1.4,0.0808,0.364,0.624,0.28,0.0988,231,1.00524305541237
"232","ZNF71",1.442,0.0747,0.656,0.614,0.281,0.1,232,1
"233","L3MBTL2",1.163,0.122,1.804,0.599,0.282,0.101,233,0.995678626217357
"234","KRAB",1.46,0.0722,1.013,0.605,0.283,0.102,234,0.991399828238082
"235","ZNF239",1.099,0.136,1.838,0.6,0.283,0.102,235,0.991399828238082
"236","TCF7",0.759,0.224,1.737,0.607,0.284,0.104,236,0.98296666070122
"237","GATA6",-0.362,0.641,1.074,0.676,0.285,0.104,237,0.98296666070122
"238","RBL2",1.605,0.0542,-0.025,0.628,0.286,0.105,238,0.978810700930062
"239","SCRT1",0.964,0.168,1.851,0.601,0.29,0.11,239,0.958607314841775
"240","ZMIZ1",1.067,0.143,1.256,0.606,0.29,0.11,240,0.958607314841775
"241","PAF1",2.143,0.0161,-0.159,0.622,0.291,0.111,241,0.954677021213343
"242","HOXA1",1.217,0.112,0.666,0.614,0.292,0.112,242,0.950781977329818
"243","ASH2L",0.992,0.161,1.787,0.6,0.294,0.114,243,0.943095148663527
"244","ZTA",0.878,0.19,2.126,0.597,0.295,0.115,244,0.939302159646388
"245","E2F8",1.038,0.15,1.127,0.606,0.297,0.118,245,0.928117992693875
"246","TEAD4",0.433,0.333,0.863,0.628,0.298,0.119,246,0.924453038607469
"247","KDM4B",1.423,0.0773,0.56,0.612,0.298,0.12,247,0.920818753952375
"248","HEY1",1.462,0.0718,0.666,0.607,0.299,0.12,248,0.920818753952375
"249","PCGF1",1.516,0.0648,0.003,0.626,0.3,0.122,249,0.913640169325252
"250","MAZ",1.879,0.0301,0.072,0.613,0.302,0.124,250,0.906578314837765
"251","NCAPG2",0.834,0.202,1.926,0.599,0.303,0.126,251,0.899629454882437
"252","NFAT5",1.223,0.111,0.539,0.614,0.303,0.126,252,0.899629454882437
"253","ID3",1.117,0.132,1.342,0.599,0.304,0.127,253,0.896196279044043
"254","ZNF623",0.968,0.167,1.866,0.596,0.305,0.128,254,0.892790030352132
"255","SCML2",0.922,0.178,0.896,0.612,0.306,0.129,255,0.889410289700751
"256","EPC1",1.335,0.091,0.359,0.616,0.307,0.13,256,0.886056647693163
"257","CTBP2",0.356,0.361,0.375,0.644,0.307,0.13,257,0.886056647693163
"258","L3MBTL4",0.98,0.164,1.169,0.604,0.308,0.131,258,0.882728704344236
"259","RB1",1.127,0.13,0.006,0.633,0.308,0.132,259,0.87942606879415
"260","ARRB1",0.924,0.178,1.983,0.594,0.309,0.133,260,0.876148359032914
"261","UHRF2",1.155,0.124,0.665,0.611,0.31,0.133,261,0.876148359032914
"262","EGR3",0.914,0.181,1.398,0.601,0.31,0.133,262,0.876148359032914
"263","SP3",1.523,0.0639,0.43,0.609,0.31,0.134,263,0.872895201635192
"264","TCF12",0.288,0.387,0.559,0.64,0.311,0.135,264,0.869666231504994
"265","ZBTB11",1.792,0.0366,0.136,0.608,0.313,0.138,265,0.860120913598763
"266","ARNT",0.653,0.257,1.663,0.602,0.313,0.138,266,0.860120913598763
"267","BRD9",0.871,0.192,0.895,0.61,0.313,0.139,267,0.856985199745905
"268","BARX2",1.201,0.115,0.49,0.613,0.314,0.14,268,0.853871964321762
"269","SMARCC2",1.236,0.108,0.995,0.6,0.315,0.14,269,0.853871964321762
"270","CCND2",1.017,0.155,0.931,0.605,0.315,0.141,270,0.85078088734462
"271","TTF1",0.972,0.166,1.801,0.594,0.316,0.142,271,0.847711655616944
"272","INTS12",1.15,0.125,0.61,0.61,0.316,0.142,272,0.847711655616944
"273","ARID1A",-0.063,0.525,0.847,0.639,0.316,0.142,273,0.847711655616944
"274","MEN1",1.281,0.1,0.714,0.604,0.316,0.143,274,0.844663962534938
"275","ZC3H8",1.115,0.133,1.104,0.599,0.317,0.143,275,0.844663962534938
"276","ZNF280D",0.986,0.162,1.296,0.599,0.317,0.143,276,0.844663962534938
"277","PHF8",1.748,0.0402,-0.579,0.632,0.318,0.144,277,0.84163750790475
"278","PPARGC1A",0.848,0.198,1.402,0.599,0.32,0.147,278,0.832682665251824
"279","LHX2",-0.014,0.505,0.694,0.639,0.321,0.149,279,0.826813731587726
"280","GLI4",1.177,0.12,0.863,0.602,0.322,0.15,280,0.823908740944319
"281","LMTK3",0.377,0.353,1.511,0.606,0.323,0.151,281,0.821023052706831
"282","THAP1",1.186,0.118,0.421,0.612,0.323,0.151,282,0.821023052706831
"283","CSDE1",0.638,0.262,0.706,0.614,0.326,0.156,283,0.806875401645538
"284","RUNX2",0.345,0.365,1.286,0.609,0.326,0.156,284,0.806875401645538
"285","EZH1",1.337,0.0906,-0.149,0.623,0.328,0.159,285,0.798602875679548
"286","CHAMP1",0.927,0.177,1.276,0.597,0.33,0.161,286,0.79317412396815
"287","SMAD2-SMAD3",0.253,0.4,0.598,0.628,0.33,0.162,287,0.790484985457369
"288","ZNF121",0.634,0.263,0.869,0.61,0.331,0.163,288,0.787812395596042
"289","STAT2",0.55,0.291,-0.083,0.644,0.332,0.165,289,0.782516055786094
"290","TAF3",1.252,0.105,0.125,0.615,0.332,0.165,290,0.782516055786094
"291","TP53",-0.111,0.544,0.342,0.657,0.333,0.165,291,0.782516055786094
"292","SOX13",0.917,0.179,1.294,0.595,0.334,0.167,292,0.777283528852417
"293","ZNF16",0.601,0.274,1.698,0.595,0.337,0.173,293,0.761953896871205
"294","RXRA",-0.036,0.515,0.063,0.676,0.338,0.173,294,0.761953896871205
"295","ZNF528",0.719,0.236,1.507,0.594,0.338,0.173,295,0.761953896871205
"296","ZNF76",1.338,0.0905,0.566,0.601,0.338,0.174,296,0.7594507517174
"297","XRN2",2.207,0.0137,-0.134,0.603,0.34,0.176,297,0.75448733218585
"298","BRDU",-0.167,0.566,1.359,0.617,0.34,0.178,298,0.749579997691106
"299","MXD3",1.004,0.158,0.614,0.605,0.342,0.179,299,0.747146969020107
"300","ING5",0.568,0.285,2.068,0.589,0.342,0.18,300,0.744727494896694
"301","EPAS1",0.778,0.218,1.223,0.597,0.343,0.182,301,0.739928612014925
"302","SP2",1.741,0.0408,0.102,0.6,0.345,0.186,302,0.730487055782084
"303","KLF10",1.288,0.0989,0.319,0.605,0.347,0.187,303,0.728158393463501
"304","AUTS2",1.215,0.112,0.027,0.614,0.347,0.188,304,0.72584215073632
"305","ETS2",0.183,0.428,0.587,0.624,0.349,0.191,305,0.718966632752272
"306","SOX4",0.812,0.208,1.048,0.597,0.35,0.194,306,0.712198270069774
"307","KAT5",1.01,0.156,-0.206,0.626,0.352,0.196,307,0.707743928643524
"308","KDM5A",1.619,0.0528,0.006,0.603,0.352,0.197,308,0.705533773838407
"309","PRAME",0.864,0.194,0.843,0.599,0.354,0.199,309,0.701146923590293
"310","CDK6",1.06,0.145,0.364,0.607,0.354,0.2,310,0.698970004336019
"311","TBP",1.1,0.136,-0.277,0.625,0.355,0.201,311,0.696803942579511
"312","FAIRE",-0.048,0.519,0.258,0.641,0.356,0.202,312,0.694648630553376
"313","ZNF175",0.343,0.366,1.56,0.596,0.356,0.203,313,0.692503962086787
"314","KDM4C",1.161,0.123,0.079,0.611,0.358,0.207,314,0.684029654543082
"315","IKZF2",0.912,0.181,1.022,0.593,0.359,0.208,315,0.681936665037238
