"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","AR",18.249,1.05e-74,2.92,0.589,0.009,3.67e-06,1,5.43533393574791
"2","REST",7.409,6.36e-14,2.897,0.579,0.014,1.15e-05,2,4.93930215964639
"3","TBX5",3.593,0.000164,3.152,0.56,0.019,2.94e-05,3,4.53165266958784
"4","OTX2",6.246,2.11e-10,2.946,0.545,0.019,3.11e-05,4,4.50723961097316
"5","MAML3",3.275,0.000528,3.013,0.553,0.025,6.87e-05,5,4.16304326294045
"6","TP63",8.877,3.43e-19,2.497,0.612,0.027,8.82e-05,6,4.05453141486818
"7","GATA4",4.081,2.24e-05,2.741,0.544,0.03,0.00012,7,3.92081875395238
"8","EBF3",2.547,0.00543,3.054,0.539,0.03,0.000124,8,3.90657831483776
"9","PR",6.032,8.1e-10,2.736,0.531,0.032,0.000152,9,3.81815641205523
"10","CTCF",31.015,1.67e-211,2.339,0.583,0.035,0.000191,10,3.71896663275227
"11","RAD21",10.292,3.83e-25,2.316,0.597,0.036,0.000203,11,3.69250396208679
"12","MYOG",2.083,0.0186,2.881,0.534,0.041,0.00031,12,3.50863830616573
"13","NEUROD1",2.556,0.00529,2.887,0.52,0.043,0.000352,13,3.45345733652187
"14","SMC3",7.824,2.56e-15,2.183,0.633,0.043,0.000361,14,3.44249279809434
"15","PHOX2B",1.617,0.0529,3.025,0.542,0.043,0.00037,15,3.43179827593301
"16","SIX2",3.378,0.000366,2.801,0.514,0.045,0.000408,16,3.38933983691012
"17","GATA3",5.524,1.65e-08,2.403,0.536,0.046,0.000449,17,3.34775365899668
"18","SUMO1",5.734,4.91e-09,2.288,0.551,0.049,0.000514,18,3.28903688100472
"19","GATA2",4.196,1.36e-05,2.466,0.525,0.052,0.000637,19,3.19586056766465
"20","HAND2",1.561,0.0592,2.844,0.533,0.054,0.000706,20,3.1511952989482
"21","SMC1A",7.032,1.02e-12,2.082,0.574,0.056,0.000794,21,3.1001794975729
"22","PAX3",1.538,0.0621,2.784,0.53,0.058,0.000889,22,3.05109823902979
"23","ZNF445",1.568,0.0585,2.699,0.534,0.059,0.000922,23,3.03526907894637
"24","HOXC9",1.942,0.0261,2.868,0.507,0.06,0.000956,24,3.0195421077239
"25","NEUROG2",4.742,1.06e-06,2.237,0.532,0.06,0.000974,25,3.01144104312138
"26","HOTAIR",2.591,0.00478,2.767,0.496,0.06,0.000974,26,3.01144104312138
"27","NR3C1",6.703,1.02e-11,1.945,0.608,0.06,0.000991,27,3.00392634551472
"28","CHAT",1.899,0.0288,2.879,0.506,0.061,0.00103,28,2.98716277529483
"29","SMN1",1.421,0.0776,3.163,0.511,0.063,0.0011,29,2.95860731484178
"30","CHD5",1.584,0.0566,2.562,0.536,0.063,0.00114,30,2.94309514866353
"31","GRHL2",4.361,6.47e-06,2.455,0.503,0.064,0.00116,31,2.93554201077308
"32","ZFP57",2.137,0.0163,2.315,0.539,0.064,0.00116,32,2.93554201077308
"33","SOX2",3.938,4.11e-05,2.33,0.515,0.064,0.00116,33,2.93554201077308
"34","EOMES",2.479,0.00659,2.541,0.51,0.064,0.00118,34,2.92811799269387
"35","FOXA1",10.166,1.4e-24,2.284,0.507,0.065,0.00124,35,2.90657831483776
"36","ZNF654",2.343,0.00957,2.173,0.555,0.067,0.00135,36,2.86966623150499
"37","POLR3D",2.747,0.00301,2.065,0.557,0.07,0.00155,37,2.80966830182971
"38","ZBTB2",2.033,0.0211,2.322,0.528,0.07,0.00155,38,2.80966830182971
"39","DUX4",2.006,0.0224,2.724,0.493,0.071,0.00162,39,2.79048498545737
"40","KDM1B",1.361,0.0868,3.13,0.502,0.072,0.00165,40,2.78251605578609
"41","ESR1",10.246,6.18e-25,1.894,0.535,0.072,0.00167,41,2.77728352885242
"42","BMI1",2.521,0.00586,2.05,0.556,0.073,0.00178,42,2.74957999769111
"43","EZH2",8.94,1.94e-19,1.631,0.728,0.074,0.0018,43,2.74472749489669
"44","ZIM3",1.813,0.0349,2.75,0.493,0.074,0.00183,44,2.73754891026957
"45","NANOG",4.174,1.5e-05,2.184,0.508,0.074,0.00185,45,2.73282827159699
"46","SOX11",1.41,0.0793,2.719,0.508,0.077,0.00202,46,2.69464863055338
"47","ZNF26",1.3,0.0968,3.067,0.494,0.08,0.00232,47,2.6345120151091
"48","STAG1",6.77,6.43e-12,1.615,0.593,0.081,0.00238,48,2.62342304294349
"49","PITX3",1.303,0.0964,2.962,0.494,0.081,0.00241,49,2.61798295742513
"50","TOP1",2.625,0.00434,2.308,0.496,0.082,0.00251,50,2.60032627851896
"51","PIAS1",2.949,0.0016,2.284,0.496,0.082,0.00251,51,2.60032627851896
"52","GATA1",4.415,5.06e-06,2.132,0.498,0.084,0.00271,52,2.56703070912559
"53","ZNF485",1.303,0.0963,2.834,0.495,0.084,0.00271,53,2.56703070912559
"54","GATA6",2.186,0.0144,2.014,0.531,0.086,0.00289,54,2.53910215724345
"55","CDK2",1.616,0.0531,2.682,0.487,0.087,0.003,55,2.52287874528034
"56","SMAD1",1.969,0.0245,2.115,0.525,0.088,0.00304,56,2.51712641639125
"57","SMAD2",2.029,0.0212,2.089,0.519,0.089,0.00315,57,2.5016894462104
"58","PPARG",3.907,4.68e-05,1.671,0.543,0.09,0.00323,58,2.4907974776689
"59","SCRT1",1.473,0.0703,2.428,0.505,0.09,0.00327,59,2.48545224733971
"60","ZFP28",1.667,0.0477,2.663,0.484,0.092,0.00347,60,2.45967052520913
"61","ZNF317",1.643,0.0502,2.724,0.479,0.093,0.00367,61,2.43533393574791
