"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"1","AR",21.421,4.3e-102,3.205,0.614,0.007,1.67e-06,1,5.77728352885242
"2","OTX2",6.483,4.49e-11,3.022,0.648,0.012,7.51e-06,2,5.12436006299583
"3","NANOG",6.312,1.38e-10,2.83,0.651,0.017,2.04e-05,3,4.6903698325741
"4","REST",7.469,4.04e-14,2.91,0.593,0.019,2.94e-05,4,4.53165266958784
"5","FOXA1",14.658,6.03e-49,2.776,0.593,0.022,4.52e-05,5,4.34486156518862
"6","SIX2",3.871,5.41e-05,3.061,0.585,0.024,6.01e-05,6,4.22112552799726
"7","MAML3",3.332,0.000432,3.045,0.585,0.026,7.8e-05,7,4.10790539730952
"8","PIAS1",4.908,4.6e-07,2.955,0.578,0.026,8.13e-05,8,4.08990945440593
"9","SOX2",4.635,1.78e-06,2.574,0.686,0.03,0.00012,9,3.92081875395238
"10","POU5F1",6.593,2.16e-11,2.534,0.63,0.031,0.000133,10,3.87614835903291
"11","EBF3",2.501,0.0062,3.017,0.579,0.035,0.000191,11,3.71896663275227
"12","HOXB13",5.341,4.62e-08,2.936,0.551,0.036,0.000203,12,3.69250396208679
"13","EOMES",2.997,0.00136,2.861,0.576,0.037,0.000228,13,3.64206515299955
"14","HNF4G",3.251,0.000576,2.668,0.586,0.038,0.000242,14,3.61618463401957
"15","TLE3",3.022,0.00125,3.026,0.552,0.038,0.000256,15,3.59176003468815
"16","GATA4",4.42,4.93e-06,2.869,0.55,0.041,0.000302,16,3.51999305704285
"17","TBX5",3.171,0.00076,2.912,0.554,0.041,0.000302,17,3.51999305704285
"18","FOXA2",5.17,1.17e-07,2.54,0.578,0.042,0.000344,18,3.46344155742847
"19","SIX1",2.268,0.0117,3.201,0.548,0.046,0.000428,19,3.36855623098683
"20","HOXC9",2.135,0.0164,3.059,0.551,0.046,0.000438,20,3.3585258894959
"21","PDX1",2.028,0.0213,2.967,0.561,0.046,0.000449,21,3.34775365899668
"22","SMAD2",2.832,0.00232,2.587,0.575,0.049,0.000514,22,3.28903688100472
"23","GATA6",4.021,2.9e-05,2.691,0.549,0.049,0.000538,23,3.26921772433361
"24","RAD21",9.791,6.17e-23,2.219,0.613,0.05,0.000549,24,3.26042765554991
"25","HDAC3",1.78,0.0375,2.87,0.572,0.051,0.000599,25,3.22257317761069
"26","PHOX2B",1.62,0.0526,3.028,0.568,0.053,0.000664,26,3.17783192063198
"27","NEUROD1",2.353,0.00932,2.725,0.55,0.054,0.000692,27,3.15989390554324
"28","ASCL1",4.749,1.02e-06,2.5,0.552,0.054,0.000706,28,3.1511952989482
"29","NKX3-1",1.926,0.0271,2.982,0.546,0.055,0.000764,29,3.11690664142431
"30","CTCF",28.039,2.7e-173,2.137,0.594,0.058,0.000856,30,3.06752623532285
"31","SMC3",7.3,1.44e-13,2.043,0.665,0.06,0.000991,31,3.00392634551472
"32","HNF1A",2.667,0.00383,2.428,0.562,0.062,0.00106,32,2.97469413473523
"33","PAX3",1.584,0.0566,2.838,0.561,0.063,0.00112,33,2.95078197732982
"34","HAND2",1.577,0.0574,2.863,0.559,0.063,0.00114,34,2.94309514866353
"35","TCF4",2.557,0.00528,2.288,0.593,0.064,0.0012,35,2.92081875395238
"36","MEF2B",4.256,1.04e-05,2.412,0.548,0.067,0.00132,36,2.87942606879415
"37","SUMO2",2.342,0.0096,2.658,0.536,0.067,0.00135,37,2.86966623150499
"38","CTNNB1",1.659,0.0485,2.489,0.581,0.068,0.00141,38,2.85078088734462
"39","MYOG",1.899,0.0288,2.721,0.536,0.069,0.0015,39,2.82390874094432
"40","NUP98-HOXA9",1.651,0.0494,2.43,0.578,0.074,0.00185,40,2.73282827159699
"41","FOXH1",1.922,0.0273,2.636,0.53,0.075,0.00191,41,2.71896663275227
"42","GATA3",4.267,9.92e-06,2.147,0.552,0.079,0.00223,42,2.65169513695184
"43","CHD5",1.565,0.0588,2.537,0.557,0.08,0.00229,43,2.64016451766011
"44","SMC1A",6.187,3.07e-10,1.812,0.6,0.081,0.00238,44,2.62342304294349
"45","ZNF654",2.318,0.0102,2.15,0.574,0.081,0.00238,45,2.62342304294349
"46","POLR3D",2.831,0.00232,2.098,0.564,0.083,0.00254,46,2.59516628338006
"47","STAG1",7.059,8.39e-13,1.693,0.601,0.083,0.00261,47,2.58335949266172
"48","EZH2",8.506,9e-18,1.55,0.783,0.085,0.00275,48,2.56066730616974
"49","SUMO1",4.873,5.49e-07,1.983,0.559,0.086,0.00285,49,2.54515513999149
"50","GATA2",3.736,9.35e-05,2.324,0.518,0.087,0.00293,50,2.53313237964589
"51","TOP1",2.622,0.00437,2.306,0.529,0.088,0.00304,51,2.51712641639125
"52","NME2",1.755,0.0397,2.56,0.516,0.088,0.00311,52,2.50723961097316
"53","ARID1A",1.65,0.0495,2.388,0.551,0.089,0.00315,53,2.5016894462104
"54","NR3C1",4.849,6.22e-07,1.626,0.608,0.09,0.00331,54,2.48017200622428
"55","ESR1",9.022,9.25e-20,1.793,0.561,0.091,0.00335,55,2.47495519296315
"56","SSU72",1.594,0.0555,2.3,0.562,0.091,0.00339,56,2.46980030179692
"57","FEZF1",2.013,0.0221,2.711,0.496,0.091,0.00343,57,2.46470587995723
"58","EHMT2",2.207,0.0137,2.719,0.49,0.093,0.00359,58,2.44490555142168
"59","SMAD3",2.575,0.00501,1.609,0.77,0.093,0.00363,59,2.44009337496389
"60","ZBTB2",1.919,0.0275,2.217,0.542,0.095,0.00389,60,2.41005039867429
"61","OSR2",1.79,0.0368,2.632,0.5,0.096,0.00393,61,2.40560744962457
"62","ZNF800",1.574,0.0577,3.145,0.491,0.096,0.00398,62,2.40011692792631
"63","ZIM3",1.651,0.0493,2.6,0.503,0.098,0.0043,63,2.36653154442041
"64","PRDM6",1.615,0.0531,2.132,0.567,0.099,0.00435,64,2.36151074304536
"65","HHEX",1.711,0.0435,2.457,0.508,0.101,0.00464,65,2.33348201944512
"66","PR",4.222,1.21e-05,2.242,0.497,0.105,0.00515,66,2.28819277095881
"67","HOTAIR",2.196,0.0141,2.527,0.49,0.105,0.00515,67,2.28819277095881
"68","JARID2",5.288,6.18e-08,1.263,0.719,0.105,0.00515,68,2.28819277095881
"69","PAX6",1.037,0.15,2.677,0.547,0.106,0.00542,69,2.26600071346161
"70","SOX11",1.398,0.0811,2.707,0.503,0.107,0.00548,70,2.26121944151563
"71","NR2F2",2.3,0.0107,1.972,0.538,0.108,0.00564,71,2.24872089601666
"72","SMAD1",1.497,0.0672,1.802,0.688,0.109,0.00587,72,2.23136189875239
"73","PITX3",1.209,0.113,2.798,0.504,0.11,0.00593,73,2.22694530663574
"74","NEUROG2",3.861,5.65e-05,1.931,0.517,0.11,0.00599,74,2.22257317761069
"75","ZFP57",1.822,0.0343,2.079,0.536,0.111,0.00611,75,2.21395878975745
"76","ARID3A",1.742,0.0408,2.08,0.536,0.112,0.00629,76,2.20134935455473
"77","SCRT1",1.701,0.0445,2.686,0.481,0.112,0.00635,77,2.19722627470802
"78","PRDM1",1.916,0.0277,2.026,0.536,0.113,0.00641,78,2.19314197048118
"79","CHAT",1.572,0.0579,2.611,0.491,0.114,0.00672,79,2.17263072694617
"80","ZNF317",1.577,0.0574,2.668,0.486,0.115,0.00679,80,2.1681302257195
"81","BMI1",1.795,0.0363,1.597,0.588,0.115,0.00691,81,2.1605219526258
"82","TSC22D4",1.661,0.0484,2.544,0.485,0.115,0.00691,82,2.1605219526258
"83","ZNF382",2.103,0.0177,2.878,0.467,0.116,0.00704,83,2.15242734085789
"84","EED",1.487,0.0686,1.787,0.601,0.117,0.00718,84,2.1438755557577
"85","HNF4A",2.575,0.00501,1.554,0.556,0.119,0.00751,85,2.12436006299583
"86","SUZ12",4.157,1.62e-05,1.077,0.755,0.119,0.00758,86,2.12033079436795
"87","NR2F1",1.546,0.0611,2.203,0.52,0.12,0.00772,87,2.11238269966426
"88","TRIM28",1.676,0.0469,2.403,0.491,0.122,0.00822,88,2.08512818245995
"89","BCL11A",1.102,0.135,1.937,0.65,0.123,0.00829,89,2.08144546944973
"90","SFPQ",1.132,0.129,3.026,0.491,0.123,0.00836,90,2.07779372256098
"91","FOXO1",1.939,0.0263,1.899,0.514,0.127,0.0092,91,2.03621217265444
"92","DMC1",1.188,0.118,2.541,0.5,0.127,0.0092,92,2.03621217265444
"93","ZNF169",1.193,0.117,2.471,0.501,0.129,0.00975,93,2.01099538430146
"94","KDM3B",1.755,0.0397,1.65,0.544,0.13,0.00983,94,2.00744648216786
"95","CHD7",1.373,0.0848,1.607,0.6,0.131,0.0101,95,1.99567862621736
"96","CDK2",1.438,0.0753,2.515,0.485,0.131,0.0101,96,1.99567862621736
"97","KDM1B",1.121,0.131,2.817,0.489,0.131,0.0101,97,1.99567862621736
"98","PPARG",3.171,0.000759,1.399,0.535,0.136,0.0112,98,1.95078197732982
"99","HLF",1.473,0.0704,2.473,0.479,0.136,0.0112,99,1.95078197732982
"100","RNF2",1.991,0.0232,1.173,0.581,0.137,0.0117,100,1.93181413825384
"101","ERF",1.465,0.0715,2.386,0.488,0.137,0.0117,101,1.93181413825384
"102","ZNF26",1.083,0.14,2.772,0.483,0.137,0.0117,102,1.93181413825384
"103","EP300",1.865,0.0311,0.968,0.741,0.138,0.0119,103,1.92445303860747
"104","ZNF680",1.566,0.0587,2.534,0.473,0.139,0.012,104,1.92081875395238
"105","TERC",2.086,0.0185,2.084,0.483,0.14,0.0123,105,1.9100948885606
"106","DUX4",1.538,0.062,2.37,0.483,0.14,0.0124,106,1.90657831483776
"107","ZNF490",1.07,0.142,2.761,0.482,0.14,0.0124,107,1.90657831483776
"108","SMAD2-SMAD3",1.641,0.0504,1.605,0.538,0.141,0.0126,108,1.89962945488244
"109","HOXA9",1.419,0.0779,2.046,0.512,0.141,0.0126,109,1.89962945488244
"110","GFI1B",1.238,0.108,2.714,0.473,0.142,0.013,110,1.88605664769316
"111","MCM2",1.152,0.125,2.435,0.494,0.142,0.013,111,1.88605664769316
"112","NFIA",1.331,0.0916,2.306,0.493,0.143,0.0131,112,1.88272870434424
"113","CDX2",1.238,0.108,1.875,0.537,0.144,0.0134,113,1.87289520163519
"114","ZNF793",1.362,0.0866,2.483,0.475,0.145,0.0137,114,1.86327943284359
"115","SOX10",1.182,0.119,2.223,0.499,0.148,0.0145,115,1.83863199776503
"116","MAFK",1.301,0.0967,1.906,0.516,0.149,0.0148,116,1.82973828460504
"117","BAHD1",1.292,0.0981,2.68,0.467,0.149,0.0148,117,1.82973828460504
"118","JMJD6",2.396,0.00828,0.673,0.614,0.152,0.0157,118,1.80410034759077
"119","EBNA3C",1.861,0.0314,1.7,0.497,0.152,0.0157,119,1.80410034759077
"120","ZNF549",0.981,0.163,3.064,0.471,0.152,0.0157,120,1.80410034759077
"121","PARP1",1.014,0.155,2.723,0.475,0.152,0.0158,121,1.80134291304558
"122","SMARCA2",1.499,0.067,2.169,0.483,0.152,0.0159,122,1.79860287567955
"123","SRF",1.979,0.0239,1.071,0.551,0.155,0.0169,123,1.77211329538633
"124","SIRT1",1.691,0.0455,2.087,0.475,0.156,0.0171,124,1.76700388960785
"125","ATF2",1.223,0.111,1.822,0.52,0.156,0.0172,125,1.76447155309245
"126","ZNF485",1.045,0.148,2.495,0.478,0.159,0.0179,126,1.74714696902011
"127","DRAP1",1.354,0.0878,1.611,0.528,0.159,0.0179,127,1.74714696902011
"128","SMN1",1.006,0.157,2.659,0.474,0.16,0.0183,128,1.73754891026957
"129","PGR",1.209,0.113,1.93,0.504,0.16,0.0183,129,1.73754891026957
"130","TET2",1.613,0.0534,1.26,0.54,0.161,0.0188,130,1.72584215073632
"131","MYOD1",1.543,0.0614,1.859,0.492,0.161,0.0189,131,1.72353819582676
"132","NR2F6",1.4,0.0808,1.918,0.494,0.162,0.0193,132,1.71444269099223
"133","SATB1",0.816,0.207,2.544,0.49,0.165,0.0201,133,1.69680394257951
"134","RING1",1.461,0.072,1.996,0.483,0.166,0.0206,134,1.68613277963085
"135","IRF5",1.043,0.149,2.408,0.478,0.167,0.0209,135,1.67985371388895
"136","ZNF2",1.411,0.0792,1.449,0.517,0.17,0.0221,136,1.65560772631489
"137","ZBTB42",1.106,0.134,2.131,0.486,0.172,0.0228,137,1.64206515299955
"138","TCF21",1.787,0.037,1.295,0.501,0.174,0.0237,138,1.6252516539899
"139","ZNF823",0.994,0.16,2.452,0.473,0.174,0.0237,139,1.6252516539899
"140","TFAP2A",1.634,0.0511,1.407,0.498,0.175,0.0241,140,1.61798295742513
"141","NFIL3",1.16,0.123,1.897,0.495,0.175,0.0241,141,1.61798295742513
"142","GTF2I",2.165,0.0152,1.37,0.484,0.177,0.0247,142,1.60730304674033
"143","FANCD2",0.995,0.16,2.405,0.473,0.178,0.0255,143,1.59345981956604
"144","MAFF",1.075,0.141,2.354,0.469,0.179,0.0257,144,1.59006687666871
"145","CBX2",1.271,0.102,1.418,0.515,0.179,0.0257,145,1.59006687666871
"146","ZNF35",1.049,0.147,2.157,0.479,0.18,0.0261,146,1.58335949266172
"147","GATA1",2.565,0.00516,1.581,0.468,0.181,0.0266,147,1.57511836336893
"148","LMNA",1.163,0.122,2.186,0.472,0.181,0.0266,148,1.57511836336893
"149","ZSCAN20",1.323,0.0929,2.164,0.467,0.181,0.0266,149,1.57511836336893
"150","ZNF512",1.372,0.0851,1.864,0.478,0.181,0.0268,150,1.57186520597121
"151","BATF",1.519,0.0643,1.3,0.502,0.183,0.0274,151,1.56224943717961
"152","CTCFL",1.505,0.0662,0.583,0.581,0.183,0.0276,152,1.55909091793478
"153","SCRT2",1.173,0.12,2.419,0.455,0.187,0.0292,153,1.53461714855158
"154","ZSCAN16",0.851,0.198,1.979,0.504,0.187,0.0292,154,1.53461714855158
"155","ZNF664",1.169,0.121,2.427,0.454,0.187,0.0294,155,1.53165266958784
"156","ZNF585A",0.95,0.171,2.42,0.467,0.188,0.0297,156,1.52724355068279
"157","EBNA3",1.193,0.116,1.493,0.501,0.188,0.0299,157,1.52432881167557
"158","TAL1",2.098,0.018,1.592,0.467,0.188,0.0301,158,1.52143350440616
"159","SP140",1.467,0.0711,1.538,0.483,0.189,0.0304,159,1.51712641639125
"160","ZNF445",1.009,0.157,2.092,0.475,0.193,0.0326,160,1.48678239993206
"161","KLF16",1.263,0.103,1.797,0.475,0.194,0.0327,161,1.48545224733971
"162","ZNF75D",1.09,0.138,2.401,0.455,0.194,0.0327,162,1.48545224733971
"163","CENPT",0.85,0.198,2.611,0.456,0.197,0.0342,163,1.46597389394386
"164","ASH2L",1.229,0.11,2.035,0.461,0.2,0.0361,164,1.44249279809434
"165","DPPA2",0.95,0.171,2.205,0.467,0.201,0.0365,165,1.43770713554353
"166","ATF4",1.242,0.107,1.849,0.467,0.201,0.0367,166,1.43533393574791
"167","ZNF563",0.93,0.176,2.249,0.465,0.201,0.0367,167,1.43533393574791
"168","ZFP28",1.138,0.128,2.217,0.455,0.203,0.0375,168,1.42596873227228
"169","BRDU",1.379,0.084,2.051,0.452,0.203,0.0377,169,1.42365864979421
"170","ZNF440",0.816,0.207,2.62,0.452,0.203,0.0377,170,1.42365864979421
"171","ZNF17",0.818,0.207,2.575,0.452,0.205,0.0385,171,1.4145392704915
"172","TRIM22",1.437,0.0754,1.3,0.481,0.207,0.0397,172,1.40120949323689
"173","SPIB",1.316,0.0941,1.779,0.465,0.208,0.0404,173,1.3936186348894
"174","ZNF425",0.92,0.179,2.213,0.464,0.208,0.0404,174,1.3936186348894
"175","YBX1",1.181,0.119,2.233,0.446,0.208,0.0406,175,1.39147396642281
"176","EBF1",1.565,0.0588,1.392,0.471,0.208,0.0406,176,1.39147396642281
"177","ZNF248",0.805,0.21,2.612,0.451,0.208,0.0408,177,1.38933983691012
"178","FOXP1",0.973,0.165,1.33,0.505,0.209,0.0412,178,1.38510278396687
"179","ZNF384",1.144,0.126,1.633,0.473,0.211,0.0423,179,1.37365963262496
"180","SMAD4",0.923,0.178,1.091,0.537,0.212,0.0427,180,1.36957212497498
"181","ZNF22",0.884,0.188,2.237,0.46,0.212,0.0429,181,1.36754270781528
"182","ZNF488",0.993,0.16,2.436,0.444,0.213,0.0436,182,1.36051351073141
"183","CHD8",0.909,0.182,1.693,0.481,0.215,0.0449,183,1.34775365899668
"184","ZNF778",0.713,0.238,1.828,0.496,0.215,0.0449,184,1.34775365899668
"185","ZTA",1.035,0.15,2.26,0.447,0.217,0.0458,185,1.33913452199613
"186","HNF1B",1.037,0.15,1.577,0.478,0.218,0.0465,186,1.33254704711005
"187","ARRB1",1.068,0.143,2.148,0.448,0.219,0.0472,187,1.32605800136591
"188","TCF7",0.624,0.266,1.56,0.516,0.22,0.0479,188,1.31966448658544
"189","ZNF573",0.81,0.209,2.406,0.452,0.22,0.0482,189,1.31695296176115
"190","GLIS1",1.506,0.066,1.481,0.459,0.22,0.0482,190,1.31695296176115
"191","CDCA2",0.944,0.173,1.895,0.467,0.221,0.0484,191,1.31515463835559
"192","TFAP4",1.253,0.105,1.645,0.458,0.221,0.0486,192,1.31336373073771
"193","ZNF133",0.779,0.218,2.439,0.448,0.222,0.0491,193,1.30891850787703
"194","ZNF320",1.176,0.12,2.131,0.443,0.223,0.0496,194,1.3045183235098
"195","RYBP",1.463,0.0717,0.174,0.525,0.224,0.0508,195,1.29413628771608
"196","IRF4",1.449,0.0736,1.246,0.468,0.226,0.0518,196,1.28567024025477
"197","ATF7IP",0.459,0.323,2.386,0.47,0.227,0.0528,197,1.27736607746619
"198","SF1",0.754,0.225,2.467,0.445,0.228,0.0535,198,1.27164621797877
"199","NCAPG2",0.887,0.187,1.984,0.46,0.23,0.0545,199,1.26360349772336
"200","CBX5",0.717,0.237,1.483,0.498,0.23,0.0551,200,1.25884840114821
"201","TEAD4",0.468,0.32,0.88,0.631,0.231,0.0556,201,1.25492520841794
"202","ZNF134",0.759,0.224,2.416,0.445,0.232,0.0561,202,1.25103713874384
"203","TCF7L1",0.845,0.199,0.898,0.524,0.234,0.0574,203,1.24108810760203
"204","PRDM14",0.923,0.178,1.715,0.465,0.234,0.0577,204,1.23882418684427
"205","ZNF780A",0.747,0.228,2.42,0.444,0.234,0.0577,205,1.23882418684427
"206","HES1",0.544,0.293,1.377,0.516,0.235,0.0582,206,1.23507701535011
"207","ZNF697",0.506,0.307,2.429,0.455,0.236,0.059,207,1.22914798835786
"208","ZBTB48",1.162,0.123,0.823,0.494,0.236,0.0593,208,1.22694530663574
"209","CEBPB",1.063,0.144,0.677,0.505,0.237,0.0598,209,1.22329881601159
"210","ZNF506",0.812,0.208,2.12,0.452,0.237,0.0598,210,1.22329881601159
"211","BATF3",1.021,0.154,1.262,0.476,0.237,0.0601,211,1.22112552799726
"212","SRCAP",0.761,0.224,2.319,0.446,0.238,0.0604,212,1.21896306137887
"213","ZNF101",0.651,0.258,2.105,0.464,0.238,0.0607,213,1.21681130892474
