"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"58","LRWD1",1.323,0.093,3.333,0.566,0.087,0.00296,58,2.52870828894106
"59","SUMO1",4.698,1.31e-06,1.921,0.595,0.088,0.00311,59,2.50723961097316
"60","ZNF707",1.555,0.06,2.798,0.565,0.089,0.00319,60,2.49620931694282
"61","NONO",1.407,0.0797,3.359,0.553,0.09,0.00331,61,2.48017200622428
"62","SMAD3",2.554,0.00533,1.6,0.745,0.091,0.00335,62,2.47495519296315
"63","CDX2",1.847,0.0324,2.317,0.575,0.092,0.00355,63,2.44977164694491
"64","CLOCK",1.242,0.107,3.426,0.561,0.092,0.00355,64,2.44977164694491
"65","ZNF140",1.518,0.0645,2.951,0.555,0.093,0.00367,65,2.43533393574791
"66","NCAPG2",1.403,0.0804,2.557,0.576,0.095,0.0038,66,2.42021640338319
"67","ZFP57",1.897,0.0289,2.135,0.589,0.095,0.00389,67,2.41005039867429
"68","ZFP41",1.52,0.0642,2.816,0.557,0.095,0.00389,68,2.41005039867429
"69","OTX2",2.713,0.00333,1.804,0.614,0.096,0.00402,69,2.39577394691553
"70","ZNF486",1.477,0.0698,3.149,0.544,0.1,0.00454,70,2.3429441471429
"71","ZNF292",1.283,0.0998,2.89,0.563,0.1,0.00454,71,2.3429441471429
"72","ZNF781",1.421,0.0777,2.901,0.551,0.101,0.00469,72,2.32882715728492
"73","ZNF48",1.188,0.118,3.173,0.554,0.103,0.00489,73,2.31069114087638
"74","SMC1A",5.118,1.55e-07,1.471,0.61,0.104,0.0051,74,2.29242982390206
"75","SIX4",1.133,0.129,3.561,0.548,0.105,0.0052,75,2.2839966563652
"76","CBX3",1.716,0.0431,2.921,0.531,0.105,0.00526,76,2.27901425584626
"77","CDCA2",1.388,0.0825,2.378,0.574,0.105,0.00526,77,2.27901425584626
"78","PRDM12",1.182,0.119,3.052,0.553,0.107,0.00553,78,2.2572748686953
"79","ZNF488",1.42,0.0778,2.939,0.543,0.107,0.00553,79,2.2572748686953
"80","ZNF445",1.334,0.0911,2.446,0.567,0.108,0.00564,80,2.24872089601666
"81","MRE11A",1.631,0.0515,2.132,0.569,0.11,0.00593,81,2.22694530663574
"82","FOXH1",1.594,0.0554,2.339,0.551,0.113,0.00647,82,2.1890957193313
"83","JARID2",4.804,7.78e-07,1.121,0.695,0.114,0.00666,83,2.1765257708297
"84","SUZ12",3.972,3.57e-05,1.013,0.8,0.115,0.00691,84,2.1605219526258
"85","ZNF217",1.203,0.114,2.52,0.555,0.118,0.00738,85,2.13194363817696
"86","HHEX",1.568,0.0585,2.313,0.547,0.12,0.00779,86,2.10846254232744
"87","HES1",1.162,0.123,2.26,0.57,0.123,0.00829,87,2.08144546944973
"88","TET2",2.024,0.0215,1.509,0.592,0.123,0.00844,88,2.07365755337434
"89","ZNF697",0.843,0.2,3.164,0.551,0.127,0.00927,89,2.0329202658555
"90","BMI1",2.142,0.0161,1.813,0.556,0.128,0.00943,90,2.02548830726267
"91","ATF7IP",0.631,0.264,2.683,0.614,0.129,0.00959,91,2.01818139282934
"92","ZNF680",1.609,0.0538,2.564,0.515,0.13,0.00992,92,2.00348832784582
"93","HCFC1R1",1.276,0.101,2.101,0.562,0.13,0.01,93,2
"94","ZBTB2",1.548,0.0608,1.871,0.564,0.132,0.0103,94,1.98716277529483
"95","ZNF808",1.005,0.157,2.989,0.533,0.132,0.0104,95,1.98296666070122
"96","CTCFL",2.24,0.0126,1.217,0.599,0.134,0.0109,96,1.96257350205938
"97","SSU72",1.32,0.0935,1.955,0.566,0.135,0.0111,97,1.95467702121334
"98","CTNNB1",1.257,0.104,2.051,0.56,0.137,0.0115,98,1.93930215964639
"99","ZFP64",1.073,0.142,1.958,0.579,0.139,0.012,99,1.92081875395238
"100","GRHL3",1.762,0.0391,1.758,0.553,0.141,0.0125,100,1.90308998699194
"101","STAG1",4.814,7.38e-07,1.087,0.585,0.141,0.0126,101,1.89962945488244
"102","ZNF654",1.755,0.0397,1.637,0.56,0.141,0.0127,102,1.89619627904404
"103","GTF2I",2.758,0.00291,1.611,0.545,0.142,0.0129,103,1.88941028970075
"104","DLX2",1.231,0.109,1.997,0.558,0.142,0.0129,104,1.88941028970075
"105","SCRT1",1.434,0.0758,2.384,0.519,0.142,0.013,105,1.88605664769316
"106","ZNF2",1.406,0.0798,1.442,0.594,0.145,0.0137,106,1.86327943284359
"107","ZNF16",1.094,0.137,2.288,0.542,0.145,0.0138,107,1.86012091359876
"108","RNF2",1.837,0.0331,1.066,0.61,0.148,0.0146,108,1.83564714421556
"109","ZNF765",0.901,0.184,3.083,0.519,0.148,0.0147,109,1.83268266525182
"110","ZNF175",0.759,0.224,2.012,0.599,0.149,0.0148,110,1.82973828460504
"111","USP49",0.882,0.189,3.126,0.516,0.151,0.0154,111,1.81247927916354
"112","GATA4",1.592,0.0557,1.8,0.542,0.151,0.0155,112,1.80966830182971
"113","AEBP2",1.176,0.12,2.258,0.528,0.152,0.0157,113,1.80410034759077
"114","KDM3B",1.584,0.0566,1.44,0.565,0.153,0.0162,114,1.79048498545737
"115","EED",1.141,0.127,1.496,0.591,0.154,0.0165,115,1.78251605578609
"116","TCF7",1.078,0.141,2.158,0.541,0.155,0.0166,116,1.77989191195995
"117","ZNF586",0.886,0.188,2.904,0.517,0.155,0.0166,117,1.77989191195995
"118","ZBTB48",1.93,0.0268,1.172,0.568,0.158,0.0177,118,1.75202673363819
"119","DACOR1",0.915,0.18,2.547,0.521,0.158,0.0178,119,1.74957999769111
"120","TFAP2C",1.974,0.0242,1.771,0.524,0.159,0.0181,120,1.74232142513082
"121","HNF4A",2.292,0.0109,1.443,0.538,0.16,0.0183,121,1.73754891026957
"122","ZFAT",1.11,0.134,1.912,0.546,0.162,0.0191,122,1.71896663275227
"123","TERC",1.697,0.0448,1.859,0.517,0.162,0.0193,123,1.71444269099223
"124","BCL11A",0.8,0.212,1.457,0.64,0.164,0.0198,124,1.70333480973847
"125","SMAD2-SMAD3",1.349,0.0886,1.393,0.567,0.165,0.0202,125,1.69464863055338
"126","ZNF202",1.017,0.155,1.447,0.581,0.166,0.0208,126,1.68193666503724
"127","ERG",1.549,0.0607,0.604,0.684,0.166,0.0208,127,1.68193666503724
"128","ZNF138",0.919,0.179,2.342,0.521,0.166,0.0208,128,1.68193666503724
"129","MCM2",0.95,0.171,2.209,0.526,0.168,0.0214,129,1.66958622665081
"130","PDX1",1.148,0.125,2.054,0.524,0.169,0.0216,130,1.66554624884907
"131","ZNF17",0.852,0.197,2.626,0.513,0.169,0.0216,131,1.66554624884907
"132","LMTK3",0.976,0.165,2.16,0.527,0.169,0.0218,132,1.6615435063954
"133","ZNF800",1.053,0.146,2.463,0.504,0.17,0.0221,133,1.65560772631489
"134","DMC1",0.927,0.177,2.223,0.523,0.17,0.0221,134,1.65560772631489
"135","SRC",1.351,0.0884,2.426,0.497,0.171,0.0227,135,1.64397414280688
"136","HOTAIR",1.489,0.0682,2.099,0.501,0.173,0.0233,136,1.63264407897398
"137","TCF7L1",1.489,0.0683,1.356,0.549,0.173,0.0234,137,1.63078414258986
"138","RUNX2",0.81,0.209,1.871,0.56,0.173,0.0234,138,1.63078414258986
"139","JMJD6",1.997,0.0229,0.359,0.645,0.175,0.024,139,1.61978875828839
"140","SON",1.159,0.123,1.497,0.551,0.176,0.0246,140,1.60906489289662
"141","ZNF274",0.854,0.197,2.583,0.5,0.182,0.0269,141,1.57024771999759
"142","CDK2",1.094,0.137,2.193,0.502,0.183,0.0274,142,1.56224943717961
"143","CTBP1",1.247,0.106,1.74,0.526,0.183,0.0276,143,1.55909091793478
"144","ZNF563",0.877,0.19,2.177,0.516,0.183,0.0276,144,1.55909091793478
"145","ZNF436",0.985,0.162,1.825,0.53,0.184,0.0282,145,1.54975089168064
"146","ZMYM3",1.683,0.0462,1.24,0.53,0.185,0.0284,146,1.54668165995296
"147","SRF",1.687,0.0458,0.754,0.572,0.186,0.0289,147,1.53910215724345
"148","TFAP2A",1.608,0.054,1.391,0.521,0.187,0.0292,148,1.53461714855158
"149","SMAD4",1.067,0.143,1.214,0.567,0.187,0.0296,149,1.52870828894106
"150","TEAD4",0.849,0.198,1.07,0.625,0.188,0.0297,150,1.52724355068279
"151","ARID3A",1.119,0.132,1.479,0.54,0.188,0.0297,151,1.52724355068279
"152","SP140",1.321,0.0933,1.417,0.534,0.188,0.0299,152,1.52432881167557
"153","SF1",0.783,0.217,2.506,0.503,0.189,0.0304,153,1.51712641639125
"154","ZNF793",1.059,0.145,2.161,0.501,0.189,0.0306,154,1.51427857351842
"155","ZNF75D",0.997,0.159,2.316,0.498,0.19,0.0308,155,1.51144928349956
"156","PARP1",0.785,0.216,2.439,0.503,0.191,0.0315,156,1.5016894462104
"157","NOTCH3",0.757,0.225,2.664,0.499,0.192,0.0317,157,1.49894073778225
"158","IRF5",0.844,0.2,2.167,0.511,0.192,0.0318,158,1.49757288001557
"159","REPIN1",0.68,0.248,1.444,0.585,0.194,0.0331,159,1.48017200622428
"160","ZNF331",0.759,0.224,2.494,0.5,0.196,0.0337,160,1.47237009912866
"161","SIX2",1.491,0.068,1.81,0.497,0.198,0.0348,161,1.45842075605342
"162","ZNF585B",0.88,0.19,2.485,0.49,0.198,0.0348,162,1.45842075605342
"163","ZNF320",1.166,0.122,2.121,0.49,0.2,0.0359,163,1.44490555142168
"164","CHAT",0.995,0.16,2.137,0.497,0.201,0.0365,164,1.43770713554353
"165","ZNF438",0.906,0.182,1.828,0.515,0.203,0.0375,165,1.42596873227228
"166","ZNF837",1.091,0.138,1.743,0.506,0.207,0.0397,166,1.40120949323689
"167","KDM4A",1.357,0.0874,0.726,0.562,0.207,0.0402,167,1.39577394691553
"168","BIRA",0.704,0.241,1.851,0.525,0.211,0.0423,168,1.37365963262496
"169","ZNF141",0.84,0.2,1.83,0.511,0.212,0.0432,169,1.36451625318509
"170","ZNF512",1.01,0.156,1.539,0.51,0.214,0.0438,170,1.3585258894959
"171","CENPT",0.701,0.242,2.432,0.492,0.216,0.0452,171,1.34486156518862
"172","SMN1",0.723,0.235,2.317,0.496,0.216,0.0454,172,1.3429441471429
"173","CHD7",0.743,0.229,0.968,0.588,0.217,0.0458,173,1.33913452199613
"174","DPF2",0.67,0.251,1.762,0.533,0.217,0.0461,174,1.33629907461035
"175","ZNF490",0.705,0.24,2.286,0.493,0.221,0.0484,175,1.31515463835559
"176","NR2F6",0.984,0.163,1.544,0.502,0.225,0.051,176,1.29242982390206
"177","PAX6",0.495,0.31,1.895,0.542,0.225,0.0513,177,1.28988263488818
"178","NME2",0.947,0.172,1.918,0.488,0.225,0.0515,178,1.28819277095881
"179","ZNF506",0.737,0.23,2.011,0.498,0.226,0.0523,179,1.28149831113273
"180","HNF1A",1.105,0.135,1.37,0.503,0.227,0.0528,180,1.27736607746619
"181","ZNF788",0.821,0.206,2.434,0.477,0.228,0.053,181,1.27572413039921
"182","ZNF549",0.67,0.251,2.462,0.487,0.228,0.053,182,1.27572413039921
"183","CNOT3",1.265,0.103,0.828,0.531,0.229,0.0538,183,1.26921772433361
"184","ZNF8",0.729,0.233,1.953,0.499,0.23,0.0548,184,1.26121944151563
"185","CENPC",0.66,0.255,2.476,0.485,0.23,0.0551,185,1.25884840114821
"186","RARG",1.253,0.105,1.044,0.514,0.231,0.0556,186,1.25492520841794
"187","PRDM14",0.808,0.21,1.547,0.506,0.232,0.0558,187,1.25336580106242
"188","ZNF605",0.687,0.246,2.203,0.49,0.232,0.0561,188,1.25103713874384
"189","SATB1",0.576,0.283,2.174,0.502,0.233,0.0569,189,1.24488773360493
"190","ZXDC",0.736,0.231,1.867,0.497,0.235,0.0587,190,1.23136189875239
"191","ZNF778",0.695,0.244,1.793,0.502,0.238,0.0609,191,1.21538270736712
"192","KLF16",0.97,0.166,1.462,0.497,0.239,0.0615,192,1.21112488422458
"193","SNAI2",1.62,0.0526,1.014,0.492,0.24,0.0623,193,1.20551195334083
"194","OSR2",1.052,0.146,1.706,0.484,0.241,0.0632,194,1.19928292171761
"195","ZNF701",0.758,0.224,1.688,0.499,0.242,0.0634,195,1.19791074211827
"196","ZKSCAN1",0.588,0.278,1.416,0.539,0.242,0.0637,196,1.19586056766465
"197","MAML3",1.163,0.123,1.785,0.477,0.243,0.0643,197,1.19178902707578
"198","SOX11",0.749,0.227,2.078,0.482,0.244,0.0652,198,1.18575240426808
"199","ZNF823",0.674,0.25,2.06,0.488,0.244,0.0657,199,1.18243463044022
"200","HAND2",0.7,0.242,1.86,0.492,0.246,0.0669,200,1.17457388223218
"201","ESRRA",0.528,0.299,0.982,0.576,0.248,0.069,201,1.16115090926274
"202","ZNF248",0.622,0.267,2.367,0.48,0.249,0.0696,202,1.15739076038944
"203","CREM",0.735,0.231,0.978,0.539,0.25,0.0705,203,1.1518108830086
"204","ZNF284",0.636,0.262,2.216,0.482,0.251,0.0708,204,1.14996674231023
"205","MBD1",1.248,0.106,0.66,0.515,0.251,0.0714,205,1.14630178822383
"206","RING1",0.714,0.238,1.23,0.515,0.251,0.0714,206,1.14630178822383
"207","ZNF440",0.621,0.267,2.319,0.48,0.251,0.0714,207,1.14630178822383
"208","NFIA",0.869,0.193,1.727,0.484,0.252,0.0717,208,1.1444808443322
"209","ZNF382",1.127,0.13,1.989,0.464,0.252,0.072,209,1.14266750356873
"210","CUX1",0.627,0.265,1.125,0.54,0.252,0.072,210,1.14266750356873
"211","FOXO3",0.566,0.286,1.429,0.527,0.253,0.0726,211,1.13906337929991
"212","BCAT1",0.864,0.194,1.612,0.484,0.255,0.0742,212,1.12959609472097
"213","GLIS1",1.274,0.101,1.197,0.485,0.255,0.0742,213,1.12959609472097
"214","FEZF1",0.983,0.163,1.545,0.48,0.256,0.0751,214,1.12436006299583
"215","TRIM24",0.785,0.216,1.168,0.506,0.256,0.0758,215,1.12033079436795
"216","ZNF485",0.651,0.258,1.976,0.485,0.258,0.0777,216,1.10957898119909
"217","RYBP",1.316,0.094,0.021,0.548,0.259,0.078,217,1.10790539730952
"218","HOXC9",0.849,0.198,1.785,0.477,0.259,0.0784,218,1.10568393731556
"219","SCRT2",0.829,0.204,1.815,0.477,0.26,0.079,219,1.10237290870956
"220","ZSCAN16",0.842,0.2,1.961,0.471,0.26,0.079,220,1.10237290870956
"221","TRIM25",0.997,0.159,0.491,0.527,0.261,0.0797,221,1.09854167860389
"222","PHOX2B",0.658,0.255,1.911,0.485,0.261,0.08,222,1.09691001300806
"223","NR3C1",0.261,0.397,0.836,0.733,0.264,0.0827,223,1.08249449044745
"224","ZNF134",0.615,0.269,2.106,0.479,0.264,0.0827,224,1.08249449044745
"225","FANCD2",0.645,0.259,1.918,0.484,0.265,0.0833,225,1.07935499859321
"226","HDAC2",1.244,0.107,-0.022,0.545,0.266,0.0847,226,1.07211658966929
"227","SPIB",0.85,0.198,1.466,0.481,0.266,0.0847,227,1.07211658966929
"228","DPPA2",0.664,0.254,1.782,0.486,0.267,0.0861,228,1.06499684854635
"229","ZNF429",0.577,0.282,2.302,0.474,0.27,0.0885,229,1.05305672930217
"230","TFAP4",1.001,0.158,1.302,0.48,0.271,0.0893,230,1.04914854111145
"231","ZNF768",0.663,0.254,1.691,0.486,0.272,0.091,231,1.04095860767891
"232","MECOM",0.704,0.241,1.282,0.493,0.276,0.0943,232,1.02548830726267
"233","DRAP1",0.836,0.202,0.75,0.51,0.277,0.0958,233,1.01863449092146
"234","ZNF573",0.589,0.278,2.053,0.475,0.278,0.0966,234,1.01502287358451
"235","ZNF304",0.583,0.28,2.071,0.474,0.278,0.0966,235,1.01502287358451
"236","ZIM3",0.764,0.222,1.777,0.472,0.278,0.0966,236,1.01502287358451
"237","ZNF287",0.545,0.293,2.345,0.469,0.278,0.0969,237,1.01367622294923
"238","MAFK",0.492,0.311,1.208,0.52,0.279,0.0981,238,1.00833099262005
"239","ICE2",0.736,0.231,1.106,0.497,0.28,0.0988,239,1.00524305541237
"240","EGLN2",0.687,0.246,1.316,0.49,0.28,0.0992,240,1.00348832784582
"241","SOX13",0.795,0.213,1.147,0.49,0.281,0.1,241,1
"242","CAMTA2",0.682,0.248,1.333,0.49,0.282,0.101,242,0.995678626217357
"243","ZNF22",0.598,0.275,1.857,0.476,0.284,0.103,243,0.987162775294828
"244","ZNF317",0.679,0.249,1.913,0.466,0.285,0.105,244,0.978810700930062
"245","ZNF675",0.534,0.297,2.203,0.468,0.286,0.105,245,0.978810700930062
"246","TCF12",0.506,0.306,0.762,0.547,0.287,0.106,246,0.97469413473523
"247","ZNF780A",0.554,0.29,2.1,0.47,0.289,0.108,247,0.96657624451305
"248","ZNF28",0.671,0.251,1.248,0.487,0.29,0.11,248,0.958607314841775
"249","SMAD1",0.122,0.451,0.89,0.632,0.29,0.11,249,0.958607314841775
"250","APOBEC3B",0.673,0.25,1.219,0.488,0.29,0.11,250,0.958607314841775
"251","GATA1",1.001,0.158,1.115,0.473,0.293,0.113,251,0.94692155651658
"252","LMNB1",0.609,0.271,1.636,0.478,0.293,0.113,252,0.94692155651658
"253","BRD9",0.842,0.2,0.858,0.491,0.293,0.114,253,0.943095148663527
"254","MAFF",0.613,0.27,1.792,0.472,0.297,0.118,254,0.928117992693875
"255","DROSHA",0.824,0.205,-0.181,0.55,0.297,0.118,255,0.928117992693875
"256","CHD8",0.432,0.333,1.043,0.519,0.297,0.118,256,0.928117992693875
"257","DUX4",0.435,0.332,1.534,0.492,0.298,0.119,257,0.924453038607469
"258","RARA",0.232,0.408,0.77,0.588,0.299,0.12,258,0.920818753952375
"259","ZNF169",0.58,0.281,1.716,0.474,0.302,0.124,259,0.906578314837765
"260","WDHD1",0.846,0.199,0.996,0.477,0.303,0.125,260,0.903089986991944
"261","ZNF101",0.362,0.359,1.353,0.503,0.303,0.126,261,0.899629454882437
"262","AGO1",0.504,0.307,1.148,0.5,0.304,0.126,262,0.899629454882437
"263","ZNF641",0.74,0.23,1.008,0.483,0.304,0.127,263,0.896196279044043
"264","KDM1B",0.514,0.304,2.025,0.465,0.305,0.128,264,0.892790030352132
"265","MBD4",0.646,0.259,1.151,0.484,0.307,0.13,265,0.886056647693163
"266","HNF1B",0.642,0.26,1.178,0.483,0.307,0.13,266,0.886056647693163
"267","ZNF133",0.51,0.305,2.015,0.465,0.307,0.13,267,0.886056647693163
"268","SRCAP",0.516,0.303,1.948,0.465,0.308,0.132,268,0.87942606879415
"269","GFI1B",0.494,0.311,1.475,0.483,0.308,0.132,269,0.87942606879415
"270","ZNF121",0.861,0.195,1.216,0.463,0.309,0.133,270,0.876148359032914
"271","TAL1",0.446,0.328,1.084,0.502,0.31,0.134,271,0.872895201635192
"272","LMNA",0.25,0.401,1.283,0.518,0.31,0.134,272,0.872895201635192
"273","ZNF664",0.676,0.249,1.515,0.463,0.311,0.135,273,0.869666231504994
"274","ZNF93",0.573,0.283,1.513,0.473,0.312,0.137,274,0.863279432843593
"275","KDM5B",0.88,0.19,-0.275,0.521,0.315,0.14,275,0.853871964321762
"276","ZNF239",0.698,0.243,1.313,0.467,0.315,0.141,276,0.85078088734462
"277","ETV5",0.393,0.347,0.66,0.527,0.317,0.143,277,0.844663962534938
"278","ING5",0.503,0.308,1.905,0.464,0.317,0.143,278,0.844663962534938
"279","HLF",0.653,0.257,1.618,0.461,0.317,0.143,279,0.844663962534938
"280","CHD5",0.594,0.276,1.254,0.476,0.318,0.144,280,0.84163750790475
"281","CBX2",0.698,0.243,0.581,0.492,0.32,0.147,281,0.832682665251824
"282","ZNF547",0.66,0.255,0.854,0.486,0.32,0.148,282,0.829738284605043
"283","TSHZ1",0.615,0.269,1.191,0.476,0.32,0.148,283,0.829738284605043
"284","PTRF",0.58,0.281,1.767,0.461,0.321,0.148,284,0.829738284605043
"285","ZNF770",0.57,0.285,1.431,0.473,0.321,0.148,285,0.829738284605043
"286","EBF3",0.57,0.284,1.484,0.467,0.322,0.15,286,0.823908740944319
"287","ZNF425",0.565,0.286,1.427,0.472,0.325,0.154,287,0.812479279163537
"288","SOX4",0.758,0.224,1.001,0.469,0.326,0.156,288,0.806875401645538
"289","ZNF479",0.568,0.285,1.372,0.472,0.326,0.156,289,0.806875401645538
"290","ZBTB42",0.582,0.28,1.202,0.474,0.326,0.157,290,0.804100347590766
"291","NKX2-1",0.446,0.328,1.187,0.485,0.326,0.157,291,0.804100347590766
"292","DNMT3B",-0.082,0.533,0.421,0.659,0.327,0.158,292,0.801342913045577
"293","MBD2",0.265,0.396,-0.286,0.653,0.329,0.161,293,0.79317412396815
"294","KDM2B",0.826,0.204,-1.386,0.626,0.33,0.161,294,0.79317412396815
"295","POU2F1",0.402,0.344,2.111,0.454,0.33,0.162,295,0.790484985457369
"296","MYOG",0.523,0.3,1.519,0.464,0.33,0.162,296,0.790484985457369
"297","ILK",0.521,0.301,1.723,0.459,0.333,0.166,297,0.779891911959945
"298","CBX5",0.127,0.449,0.678,0.553,0.335,0.169,298,0.772113295386326
"299","EGR3",0.597,0.275,0.948,0.476,0.338,0.174,299,0.7594507517174
"300","GATAD2B",0.527,0.299,0.981,0.48,0.339,0.175,300,0.756961951313706
"301","ZNF280A",0.384,0.351,2.066,0.452,0.339,0.176,301,0.75448733218585
"302","SETDB1",-0.349,0.637,0.758,0.634,0.34,0.177,302,0.752026733638193
"303","ZNF430",0.386,0.35,1.995,0.452,0.342,0.18,303,0.744727494896694
"304","NUP98-HOXA9",0.525,0.3,1.244,0.466,0.342,0.18,304,0.744727494896694
"305","MTA3",0.227,0.41,0.949,0.51,0.344,0.184,305,0.735182176990464
"306","MYBL2",0.571,0.284,1.005,0.473,0.345,0.184,306,0.735182176990464
"307","FOXP1",-0.079,0.532,0.112,0.652,0.347,0.188,307,0.72584215073632
"308","TTF2",0.225,0.411,-0.028,0.579,0.347,0.188,308,0.72584215073632
"309","ZBTB6",0.809,0.209,0.63,0.464,0.349,0.192,309,0.71669877129645
"310","HDGF",0.219,0.413,0.459,0.532,0.35,0.193,310,0.714442690992226
"311","KDM1A",-0.333,0.63,0.278,0.721,0.353,0.198,311,0.703334809738469
"312","ZNF26",0.381,0.352,1.82,0.452,0.354,0.2,312,0.698970004336019
"313","MCM7",0.359,0.36,1.427,0.465,0.358,0.206,313,0.686132779630847
"314","NFIL3",0.514,0.304,1.075,0.465,0.359,0.208,314,0.681936665037238
"315","NEUROD1",0.046,0.482,0.884,0.521,0.359,0.209,315,0.679853713888946
"316","JUND",-0.165,0.566,0.356,0.592,0.36,0.209,316,0.679853713888946
