"","TF","statistic","pvalue","zscore","max_auc","re_rank","irwin_hall_pvalue","ID","logPvalue"
"184","ZNF623",1.153,0.125,2.22,0.499,0.221,0.0484,184,1.31515463835559
"185","ZNF282",1.916,0.0277,0.748,0.516,0.221,0.0486,185,1.31336373073771
"186","ZBTB8A",1.74,0.0409,0.987,0.512,0.222,0.0491,186,1.30891850787703
"187","NR3C1",0.943,0.173,0.954,0.557,0.222,0.0493,187,1.30715308072277
"188","ZSCAN23",1.402,0.0805,1.685,0.502,0.226,0.0518,188,1.28567024025477
"189","ZFP57",1.327,0.0923,1.708,0.502,0.229,0.0543,189,1.26520017041115
"190","ZFP37",1.466,0.0714,1.366,0.506,0.229,0.0543,190,1.26520017041115
"191","NKX2-1",1.104,0.135,1.687,0.507,0.23,0.0545,191,1.26360349772336
"192","ZBTB42",1.015,0.155,1.969,0.503,0.23,0.0551,192,1.25884840114821
"193","NIPBL",1.258,0.104,0.756,0.528,0.231,0.0553,193,1.2572748686953
"194","ZBTB2",1.159,0.123,1.508,0.51,0.231,0.0553,194,1.2572748686953
"195","WDHD1",1.381,0.0837,1.632,0.502,0.231,0.0553,195,1.2572748686953
"196","CUX1",0.667,0.252,1.155,0.545,0.233,0.0569,196,1.24488773360493
"197","HEXIM1",1.509,0.0657,0.831,0.515,0.234,0.0579,197,1.23732143627256
"198","ZNF280D",1.242,0.107,1.72,0.501,0.238,0.0607,198,1.21681130892474
"199","KDM2B",2.508,0.00607,-0.552,0.584,0.238,0.0609,199,1.21538270736712
"200","TRIM24",1.239,0.108,1.798,0.499,0.239,0.0615,200,1.21112488422458
"201","PCGF2",1.369,0.0855,1.37,0.504,0.239,0.0618,201,1.20901152491118
"202","ZNF488",0.962,0.168,2.399,0.496,0.239,0.0618,202,1.20901152491118
"203","SMARCC2",1.473,0.0704,1.272,0.504,0.242,0.0634,203,1.19791074211827
"204","MCM2",0.893,0.186,2.146,0.499,0.243,0.0649,204,1.18775530319963
"205","ZSCAN16",1.007,0.157,2.313,0.495,0.244,0.0657,205,1.18243463044022
"206","YAP1",1.253,0.105,1.052,0.512,0.245,0.066,206,1.18045606445813
"207","CDK2",1.061,0.144,2.162,0.495,0.247,0.0675,207,1.17069622716898
"208","DDX5",0.433,0.333,1.811,0.518,0.247,0.0678,208,1.16877030613294
"209","ZNF697",0.769,0.221,3.003,0.492,0.247,0.0678,209,1.16877030613294
"210","WWTR1",1.379,0.0839,1.356,0.503,0.247,0.0681,210,1.16685288808721
"211","MYCN",1.728,0.042,-0.001,0.531,0.249,0.0693,211,1.15926676538819
"212","INTS12",1.306,0.0958,0.858,0.513,0.249,0.0696,212,1.15739076038944
"213","ZNF414",1.422,0.0775,1.259,0.503,0.25,0.0702,213,1.15366288787019
"214","GATAD2B",1.049,0.147,1.712,0.501,0.251,0.0711,214,1.14813039927023
"215","FOXO3",0.576,0.283,1.45,0.521,0.253,0.0726,215,1.13906337929991
"216","STAT3",0.799,0.212,0.371,0.584,0.258,0.0774,216,1.11125903931711
"217","SMAD4",0.504,0.307,0.732,0.584,0.26,0.0793,217,1.1007268126824
"218","MBD2",0.951,0.171,0.272,0.56,0.265,0.0833,218,1.07935499859321
"219","DPPA2",0.804,0.211,1.988,0.496,0.27,0.0882,219,1.05453141486818
"220","FEZF1",1.088,0.138,1.664,0.496,0.27,0.0889,220,1.05109823902979
"221","EMX1",1.646,0.0499,0.736,0.503,0.271,0.0896,221,1.04769199033787
"222","ZNF24",1.272,0.102,0.978,0.504,0.272,0.0903,222,1.04431224968649
"223","ZNF501",1.368,0.0857,0.878,0.504,0.274,0.0921,223,1.03574036980315
"224","SIX2",1.204,0.114,1.659,0.492,0.28,0.0988,224,1.00524305541237
"225","H2AZ",2.874,0.00203,-1.152,0.56,0.281,0.1,225,1
"226","C11orf30",0.948,0.172,1.939,0.492,0.281,0.1,226,1
"227","BANP",0.743,0.229,2.058,0.494,0.281,0.1,227,1
"228","SP1",1.289,0.0987,-0.257,0.539,0.282,0.101,228,0.995678626217357
"229","ZNF692",1.246,0.106,1.067,0.5,0.284,0.103,229,0.987162775294828
"230","EED",0.214,0.415,0.715,0.59,0.284,0.104,230,0.98296666070122
"231","ZSCAN2",0.821,0.206,1.67,0.496,0.286,0.105,231,0.978810700930062
"232","ZNF770",0.778,0.218,1.82,0.495,0.287,0.106,232,0.97469413473523
"233","SUMO2",0.842,0.2,1.824,0.493,0.287,0.107,233,0.97061622231479
"234","DUX4",0.62,0.268,1.674,0.499,0.287,0.107,234,0.97061622231479
"235","FANCD2",0.721,0.235,2.024,0.493,0.287,0.107,235,0.97061622231479
"236","TCF7L1",0.443,0.329,0.611,0.551,0.288,0.107,236,0.97061622231479
"237","KLF8",1.284,0.0996,0.766,0.503,0.289,0.109,237,0.962573502059376
"238","ZNF121",0.971,0.166,1.384,0.497,0.293,0.114,238,0.943095148663527
"239","TCF7",0.134,0.447,0.912,0.546,0.294,0.114,239,0.943095148663527
"240","ZNF35",0.817,0.207,1.615,0.496,0.294,0.114,240,0.943095148663527
"241","ZNF664",0.874,0.191,1.88,0.489,0.294,0.114,241,0.943095148663527
"242","INSM2",1.114,0.133,1.205,0.496,0.295,0.115,242,0.939302159646388
"243","ZNF467",0.96,0.168,1.177,0.501,0.295,0.115,243,0.939302159646388
"244","TTF1",0.9,0.184,1.715,0.491,0.297,0.117,244,0.931814138253838
"245","PIAS1",1.043,0.149,1.632,0.49,0.298,0.119,245,0.924453038607469
"246","ZFP69B",1.181,0.119,0.939,0.499,0.298,0.119,246,0.924453038607469
"247","ZNF781",0.713,0.238,2.14,0.488,0.298,0.12,247,0.920818753952375
"248","CEBPB",0.489,0.312,0.574,0.532,0.301,0.123,248,0.910094888560602
"249","IRF5",0.654,0.257,1.937,0.49,0.303,0.125,249,0.903089986991944
"250","ZNF600",1.069,0.143,1.294,0.494,0.304,0.126,250,0.899629454882437
"251","ZNF592",0.888,0.187,1.376,0.495,0.304,0.127,251,0.896196279044043
"252","HNF1B",0.823,0.205,1.36,0.496,0.304,0.127,252,0.896196279044043
"253","EGLN2",0.781,0.217,1.545,0.495,0.305,0.128,253,0.892790030352132
"254","PRDM2",1.173,0.12,0.83,0.499,0.306,0.128,254,0.892790030352132
"255","ZNF28",0.8,0.212,1.456,0.495,0.307,0.13,255,0.886056647693163
"256","LMTK3",0.361,0.359,1.493,0.504,0.309,0.133,256,0.876148359032914
"257","HOXC9",0.777,0.219,1.714,0.489,0.311,0.135,257,0.869666231504994
"258","ZNF429",0.545,0.293,2.239,0.487,0.311,0.135,258,0.869666231504994
"259","KLF3",0.86,0.195,1.168,0.498,0.312,0.137,259,0.863279432843593
"260","ZNF641",1.002,0.158,1.356,0.493,0.312,0.137,260,0.863279432843593
"261","PR",0.037,0.485,1.099,0.526,0.312,0.137,261,0.863279432843593
"262","ZNF793",0.696,0.243,1.776,0.49,0.313,0.138,262,0.860120913598763
"263","ZNF324",1.191,0.117,0.751,0.497,0.315,0.141,263,0.85078088734462
"264","ZNF549",0.537,0.296,2.203,0.487,0.316,0.142,264,0.847711655616944
"265","ZNF680",0.651,0.258,1.908,0.488,0.316,0.143,265,0.844663962534938
"266","LMNB1",0.664,0.254,1.709,0.491,0.316,0.143,266,0.844663962534938
"267","ZNF92",0.714,0.238,1.619,0.493,0.316,0.143,267,0.844663962534938
"268","PRMT5",0.876,0.191,1.006,0.498,0.317,0.143,268,0.844663962534938
"269","HOTAIR",0.771,0.22,1.665,0.489,0.317,0.143,269,0.844663962534938
"270","HES2",1.37,0.0854,0.569,0.497,0.318,0.145,270,0.838631997765025
"271","ZTA",0.587,0.279,1.878,0.489,0.319,0.146,271,0.835647144215563
"272","SMARCE1",0.607,0.272,1.579,0.494,0.32,0.147,272,0.832682665251824
"273","CREB3L4",0.76,0.224,1.35,0.494,0.323,0.151,273,0.821023052706831
"274","TCF7L2",0.113,0.455,0.499,0.546,0.325,0.154,274,0.812479279163537
"275","ZNF506",0.585,0.279,1.789,0.488,0.325,0.155,275,0.809668301829709
"276","IRF9",0.673,0.251,1.627,0.489,0.327,0.158,276,0.801342913045577
"277","ZNF346",1.146,0.126,0.684,0.496,0.33,0.162,277,0.790484985457369
"278","EHF",0.612,0.27,0.589,0.509,0.331,0.164,278,0.785156151952302
"279","SFPQ",0.473,0.318,2.203,0.485,0.332,0.164,279,0.785156151952302
"280","KLF16",0.841,0.2,1.315,0.49,0.332,0.165,280,0.782516055786094
"281","INTS11",1.381,0.0837,-0.05,0.503,0.333,0.165,281,0.782516055786094
"282","ZNF391",1.005,0.158,0.56,0.501,0.333,0.165,282,0.782516055786094
"283","SOX4",0.885,0.188,1.112,0.493,0.333,0.166,283,0.779891911959945
"284","NCAPH2",1.397,0.0812,-0.21,0.505,0.333,0.166,284,0.779891911959945
"285","SP4",1.277,0.101,0.377,0.498,0.334,0.167,285,0.777283528852417
"286","ZNF580",1.003,0.158,0.984,0.493,0.335,0.169,286,0.772113295386326
"287","POLR2AphosphoS5",1.089,0.138,0.669,0.496,0.337,0.172,287,0.764471553092451
"288","ZNF687",1.027,0.152,0.815,0.494,0.337,0.172,288,0.764471553092451
"289","NCAPG2",0.577,0.282,1.64,0.488,0.339,0.175,289,0.756961951313706
"290","ZNF534",0.787,0.216,0.965,0.495,0.339,0.176,290,0.75448733218585
"291","SMARCA4",0.399,0.345,-0.446,0.596,0.34,0.176,291,0.75448733218585
"292","E2F1",1.204,0.114,-0.818,0.526,0.34,0.176,292,0.75448733218585
"293","ZNF134",0.508,0.306,1.877,0.486,0.341,0.179,293,0.747146969020107
"294","RUNX2",0.615,0.269,1.626,0.487,0.342,0.18,294,0.744727494896694
"295","TAZ",0.726,0.234,1.15,0.493,0.343,0.181,295,0.742321425130815
"296","PATZ1",1.032,0.151,-0.258,0.512,0.343,0.181,296,0.742321425130815
"297","ZNF263",1.093,0.137,0.321,0.499,0.344,0.184,297,0.735182176990464
"298","TTF2",0.517,0.303,0.426,0.511,0.345,0.184,298,0.735182176990464
"299","CEBPG",0.58,0.281,1.379,0.49,0.345,0.186,299,0.730487055782084
"300","ZNF17",0.435,0.332,2.004,0.483,0.35,0.194,300,0.712198270069774
"301","EP400",0.822,0.206,0.662,0.496,0.352,0.196,301,0.707743928643524
"302","ESCO2",0.766,0.222,0.817,0.494,0.353,0.198,302,0.703334809738469
"303","MAZ",1.111,0.133,-0.658,0.515,0.355,0.201,303,0.696803942579511
"304","ZNF281",0.825,0.205,0.592,0.496,0.355,0.202,304,0.694648630553376
"305","PTTG1",0.582,0.28,1.611,0.484,0.357,0.204,305,0.690369832574101
"306","HSF1",0.416,0.339,-0.54,0.56,0.358,0.206,306,0.686132779630847
"307","ZMIZ1",0.598,0.275,0.531,0.502,0.359,0.209,307,0.679853713888946
"308","ZNF341",1.043,0.148,0.155,0.498,0.36,0.21,308,0.677780705266081
"309","PRKDC",0.56,0.288,0.689,0.499,0.361,0.212,309,0.673664139071249
"310","STAG1",0.515,0.303,-0.072,0.515,0.362,0.213,310,0.671620396561262
"311","GATA6",0.275,0.392,1.309,0.495,0.362,0.214,311,0.669586226650809
"312","ZNF528",0.607,0.272,1.155,0.489,0.363,0.214,312,0.669586226650809
"313","ZMYM3",-0.038,0.515,0.342,0.528,0.364,0.217,313,0.663540266151471
"314","RBL2",0.569,0.285,-0.426,0.524,0.364,0.217,314,0.663540266151471
"315","KDM5C",0.951,0.171,-0.284,0.506,0.367,0.221,315,0.655607726314889
